customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9867-JCZSP,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7453.76557459982,No
4671-VJLCL,Female,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),118.75,8684.8,No
4080-IIARD,Female,0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.75,8016.96557459982,No
3714-NTNFO,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,No
5948-UJZLF,Male,0,No,No,72.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,118.75,7132.51557459982,No
7760-OYPDY,Female,0,No,No,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,7179.66557459982,Yes
7639-LIAYI,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,8684.8,No
2954-PIBKO,Female,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),118.75,8684.8,No
8012-SOUDQ,Female,1,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8684.8,No
9420-LOJKX,Female,0,No,No,72.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8461.91557459982,Yes
6575-SUVOI,Female,1,Yes,No,72.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,8684.8,No
7495-OOKFY,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,7668.81557459982,Yes
4667-QONEA,Female,1,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,No
1658-BYGOY,Male,1,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
8769-KKTPH,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,No
5067-XJQFU,Male,1,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.75,8684.8,No
3957-SQXML,Female,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.75,7929.81557459982,No
5954-BDFSG,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,8684.8,No
0434-CSFON,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,No
1215-FIGMP,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
0526-SXDJP,Male,0,Yes,No,72.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),118.75,8684.8,No
0557-ASKVU,Female,0,Yes,Yes,72.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),118.75,7992.61557459982,No
5698-BQJOH,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,7892.76557459982,Yes
5122-CYFXA,Female,0,No,No,72.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7279.61557459982,No
8627-ZYGSZ,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,118.75,8684.8,No
3410-YOQBQ,Female,0,No,No,72.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,118.75,8684.8,No
3170-NMYVV,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,7966.41557459982,No
7410-OIEDU,Male,0,No,No,72.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,118.75,7922.86557459982,No
2273-QCKXA,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,118.75,7084.56557459982,No
0731-EBJQB,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,118.75,8126.16557459982,No
1891-QRQSA,Male,1,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
8028-PNXHQ,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.75,8460.11557459982,No
5630-AHZIL,Female,0,No,Yes,72.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,7212.91557459982,No
2673-CXQEU,Female,1,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,118.75,8684.8,No
6416-JNVRK,Female,0,No,No,72.0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),118.75,8684.8,No
5590-ZSKRV,Female,0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,118.75,7517.76557459982,No
0191-ZHSKZ,Male,1,No,No,72.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,No
3887-PBQAO,Female,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),118.75,8252.11557459982,No
5919-TMRGD,Female,0,No,Yes,72.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,7114.86557459982,Yes
8108-UXRQN,Female,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,7600.86557459982,No
9191-MYQKX,Female,0,Yes,No,72.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,7532.41557459982,Yes
9919-YLNNG,Female,0,No,No,72.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
0318-ZOPWS,Female,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.75,8008.86557459982,No
4445-ZJNMU,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,7954.26557459982,No
4808-YNLEU,Female,0,Yes,No,72.0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),118.75,8684.8,No
1862-QRWPE,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,8092.51557459982,No
2796-NNUFI,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,118.75,7962.61557459982,No
3016-KSVCP,Male,0,Yes,No,72.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,118.75,8044.76557459982,No
4767-HZZHQ,Male,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),118.75,8684.8,No
2424-WVHPL,Male,1,No,No,72.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,118.75,7110.21557459982,No
7233-PAHHL,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,118.75,8684.8,No
6067-NGCEU,Female,0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8684.8,No
9848-JQJTX,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
8637-XJIVR,Female,0,No,No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7962.86557459982,Yes
9803-FTJCG,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),118.75,8684.8,No
0278-YXOOG,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7149.36557459982,Yes
3212-KXOCR,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,8142.71557459982,No
4598-XLKNJ,Female,1,Yes,No,72.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
6380-ARCEH,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7055.71557459982,No
3679-XASPY,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.75,7054.96557459982,No
7123-WQUHX,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),118.75,8684.8,No
5386-THSLQ,Female,1,Yes,No,72.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),118.75,8684.8,No
3192-NQECA,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,Yes
6180-YBIQI,Male,0,No,No,72.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,7135.71557459982,No
6728-DKUCO,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,118.75,8684.8,No
9750-BOOHV,Female,0,No,No,72.0,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,118.75,7963.16557459982,No
8597-CWYHH,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,118.75,8684.8,No
2848-YXSMW,Male,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.75,8398.76557459982,No
0486-HECZI,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
4549-ZDQYY,Female,0,No,No,72.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),118.75,8684.8,No
5712-AHQNN,Female,0,No,No,72.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8684.8,No
4846-WHAFZ,Female,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
5256-SKJGO,Female,0,Yes,Yes,72.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,8684.8,No
3071-VBYPO,Male,0,Yes,Yes,72.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,118.75,7283.91557459982,No
9560-BBZXK,Female,0,No,No,72.0,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),118.75,8161.86557459982,No
5299-RULOA,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,8100.16557459982,Yes
8402-OOOHJ,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,7870.66557459982,No
9445-ZUEQE,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.75,8684.8,No
1091-SOZGA,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,No
2928-HLDBA,Female,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7148.26557459982,No
0404-SWRVG,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7265.06557459982,Yes
6497-TILVL,Female,0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,118.75,7385.86557459982,No
7219-TLZHO,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7098.41557459982,No
4622-YNKIJ,Male,0,No,No,72.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,118.75,8684.8,No
4412-YLTKF,Female,1,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,118.75,8684.8,Yes
6734-PSBAW,Male,0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
3930-ZGWVE,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7055.26557459982,No
2639-UGMAZ,Male,1,No,No,72.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,118.75,8684.8,No
2876-GZYZC,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,8251.16557459982,No
6207-WIOLX,Female,0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8538.16557459982,Yes
8587-XYZSF,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),118.75,8684.8,No
3091-FYHKI,Male,0,No,No,72.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.75,7070.96557459982,Yes
2372-HWUHI,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,118.75,7116.76557459982,Yes
7799-LGRDP,Female,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),118.75,8223.71557459982,No
7850-VWJUU,Female,0,No,No,72.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
3774-VBNXY,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.75,8313.26557459982,No
6217-KDYWC,Male,0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,118.75,8206.06557459982,No
0390-DCFDQ,Female,1,Yes,No,72.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,118.75,7105.96557459982,Yes
3146-MSEGF,Female,1,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,8684.8,No
4080-OGPJL,Female,0,No,No,72.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,118.75,7599.16557459982,Yes
1095-WGNGG,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8684.8,No
2636-SJDOU,Male,0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),118.75,8684.8,No
1131-QQZEB,Male,1,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,8684.8,No
5716-EZXZN,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),118.75,8684.8,No
6837-BJYDQ,Male,0,No,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7096.86557459982,No
2135-RXIHG,Male,0,No,No,72.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7081.16557459982,Yes
6440-DKQGE,Male,0,No,Yes,72.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),118.75,8684.8,No
3466-BYAVD,Male,0,Yes,Yes,72.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.75,8106.91557459982,No
3780-YVMFA,Female,0,Yes,Yes,72.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7599.86557459982,No
3874-EQOEP,Male,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.75,7691.01557459982,Yes
1679-JRFBR,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.75,8684.8,No
9073-ZZIAY,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.75,8684.8,No
3077-RSNTJ,Female,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.75,7149.01557459982,No
6551-GNYDG,Female,0,Yes,Yes,72.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8188.31557459982,No
9167-APMXZ,Female,0,No,No,72.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,8684.8,No
2749-CTKAJ,Male,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,7455.41557459982,No
6371-NZYEG,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,118.75,8059.51557459982,No
7554-NEWDD,Male,0,No,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),118.75,7287.11557459982,No
8992-VONJD,Female,0,No,Yes,72.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7800.06557459982,No
